,n,r,p
0,55,0.30035450478072073,0.02587746145090428
1,3.0,-0.19361533204013695,0.8759572612365378
2,3.0,-0.9699720914896345,0.15640493125417398
3,3.0,-0.9857478511694856,0.10760995524500834
4,3.0,0.10738164484765933,0.9315066583815605
5,3.0,0.7731118872367251,0.43739820021212344
6,3.0,-0.9814050143360831,0.12296126593947573
7,3.0,0.2834349855552454,0.8170519685149162
8,3.0,-0.9614319583292149,0.17738411048151498
9,3.0,0.9939845017710491,0.06986326386026816
10,3.0,0.40338100236088414,0.7356698651435168
11,3.0,0.26716759788686273,0.8278245367164192
12,3.0,-0.9922737848714358,0.07918784731005497
13,3.0,0.4814595520767823,0.6802136542291957
14,3.0,-0.9999999999999999,0.0
15,3.0,0.9905258374908997,0.08770190243779444
16,3.0,0.859380006222848,0.34169954290413945
17,3.0,0.9953710088752648,0.061278195236088656
18,3.0,0.8898553343101678,0.30161029014258633
19,3.0,0.4753741913997937,0.6846253734780394
20,3.0,0.9999887041666986,0.0030259006659493445
21,3.0,0.9934224766880668,0.07305747445389446
22,3.0,0.774717253979891,0.43578439027781024
23,3.0,0.8446488760025813,0.35961849619197317
24,3.0,0.45787092619373704,0.6972243625701228
25,3.0,-0.266646401174923,0.8281688310637515
26,3.0,0.9649210634474713,0.16912044931789305
27,3.0,0.8533061523904709,0.3491877047044347
28,3.0,0.07102537339904556,0.9547457401294334
29,3.0,-0.7512436888494658,0.4589086089020095
30,3.0,-0.18117761455959883,0.884018221864955
31,3.0,-0.9565900837098325,0.1882666120035964
32,3.0,0.9497943538407243,0.2025841034908682
33,3.0,-0.27580562213684556,0.8221107808157809
34,3.0,0.3017740174038759,0.8048423786524729
35,3.0,1.0,0.0
36,3.0,-0.342554847155506,0.7774154908997136
37,3.0,-0.7134028415454856,0.49430601462206614
38,3.0,0.9624172665402002,0.1750890302315304
39,3.0,0.5212358430671706,0.6509423781054248
40,3.0,0.6789394022441861,0.524879781283556
41,3.0,-0.6152571891885579,0.5781043278869856
42,3.0,1.0,0.0
43,3.0,0.9967791298915222,0.051109115176782
44,3.0,0.999678919307324,0.01613295184149426
45,3.0,-0.9194766431521784,0.2572256636614266
46,3.0,0.5514038857672254,0.6281846799606483
47,3.0,0.6529023629850922,0.5471023697407913
48,3.0,0.06391519024385572,0.9592825711693306
49,3.0,0.48536876589290745,0.6773707136682002
50,3.0,0.08714773616957863,0.9444495610588294
51,3.0,-0.8810794674940097,0.31363495181091944
52,3.0,0.9592027001499387,0.18247295448468318
53,3.0,0.5516960092905653,0.6279617303397992
54,3.0,-0.04380554073062018,0.9721035999242997
55,3.0,0.9999999999999998,1.3415758552508148e-08
56,3.0,1.0,0.0
57,3.0,0.6165003541433338,0.577099780410257
58,3.0,0.998507082136288,0.034791016947349096
59,3.0,-0.06970272814511172,0.9555898545527631
60,3.0,-0.8224948571431931,0.38516306654310034
61,3.0,0.9978018390230236,0.042218660871434444
62,3.0,-0.45940128479266057,0.6961279972135102
63,3.0,0.6827162026647776,0.5215970771000167
64,3.0,0.9587608263983183,0.18346533034338758
65,3.0,-0.9503430161401544,0.2014647290198683
66,3.0,0.8091458739591304,0.39986039173978194
67,3.0,0.9952143822180427,0.062307090942828554
68,3.0,0.943446391983307,0.21512633616161073
69,3.0,-0.7618536825584004,0.44857902120624027
70,3.0,-0.32233479817002625,0.7910646389422287
71,3.0,-0.8926607399447171,0.29767197443406257
72,3.0,-0.5739444629800996,0.6108250471224226
73,3.0,-0.9984431349838165,0.03552850732329705
74,3.0,0.9952007210117775,0.062396030818836906
75,3.0,0.7763989794066957,0.4340884266838584
76,3.0,1.0,0.0
77,3.0,0.9995471291269806,0.01916014126689952
